시군,종류,시설명,주소,전화번호
당진시,방문목욕,마실노인복지센터,충청남도 당진시 송산면 장갈길  25 (송산면),041-358-7770
당진시,방문요양,마실노인복지센터,충청남도 당진시 송산면 장갈길  25 (송산면),041-358-7770
당진시,방문요양,하음이네방문요양센터,충청남도 당진시 석문면 대호만로  1699 (석문면),041-358-4908
당진시,방문목욕,효드림노인복지센터,충청남도 당진시 수청로  280-1 (시곡동),041-355-9010
당진시,방문요양,효드림노인복지센터,충청남도 당진시 수청로  280-1 (시곡동),041-355-9010
당진시,방문요양,반딧불노인복지센터,충청남도 당진시 송악읍 송악로  690 106호 (송악읍),041-357-1150
당진시,방문요양,(사회복지법인당진)당진시니어재가센터,충청남도 당진시 순성면 버들길  55-7 (순성면),041-352-3440
당진시,방문목욕,더사랑방문요양센터,충청남도 당진시 무수동로  32 2층1호 (대덕동),041-355-2384
당진시,방문요양,더사랑방문요양센터,충청남도 당진시 무수동로  32 2층1호 (대덕동),041-355-2384
당진시,방문목욕,힐링방문요양센터,충청남도 당진시 청룡길  16 3층301호 (대덕동),041-352-2701
당진시,방문요양,힐링방문요양센터,충청남도 당진시 청룡길  16 3층301호 (대덕동),041-352-2701
당진시,방문목욕,나누리재가복지센터,"충청남도 당진시 서해로  6216 112동302호 (시곡동, 우민늘사랑아파트)",041-358-5290
당진시,방문요양,나누리재가복지센터,"충청남도 당진시 서해로  6216 112동302호 (시곡동, 우민늘사랑아파트)",041-358-5290
당진시,방문목욕,효사랑재가요양센터,충청남도 당진시 송악읍 기지시1길  2 (송악읍),041-355-2111
당진시,방문요양,효사랑재가요양센터,충청남도 당진시 송악읍 기지시1길  2 (송악읍),041-355-2111
당진시,방문요양,우진재가복지센터,"충청남도 당진시 송산면 송산로  164 3층305호 (송산면, 대상아파트상가)",041-357-0817
당진시,방문요양,청학방문요양센터,"충청남도 당진시 무수동7길  119 502호 (읍내동, 청운빌딩)",041-357-2030
당진시,방문목욕,가족나눔요양센터,충청남도 당진시 정미면 상구실로  3-3 103호 (정미면),041-353-1450
당진시,방문요양,가족나눔요양센터,충청남도 당진시 정미면 상구실로  3-3 103호 (정미면),041-353-1450
당진시,방문요양,강남재가복지센터,"충청남도 당진시 시장중앙길  85 201호 (읍내동, 양정빌딩)",041-356-2268
당진시,방문목욕,로뎀노인복지센터,"충청남도 당진시 신평면 솔안말길  21 103동102호 (신평면, 당진 신평 풍림아이원)",041-363-7407
당진시,방문요양,로뎀노인복지센터,"충청남도 당진시 신평면 솔안말길  21 103동102호 (신평면, 당진 신평 풍림아이원)",041-363-7407
당진시,방문목욕,다솜요양센터,충청남도 당진시 순성면 순성로  452-78 (순성면),041-353-3210
당진시,방문요양,다솜요양센터,충청남도 당진시 순성면 순성로  452-78 (순성면),041-353-3210
당진시,방문목욕,늘봄요양센터,충청남도 당진시 순성면 남부로  938 (순성면),041-353-8188
당진시,방문요양,늘봄요양센터,충청남도 당진시 순성면 남부로  938 (순성면),041-353-8188
당진시,방문요양,뉴보필노인복지센터,충청남도 당진시 서부로  61-3 (채운동),041-356-0025
당진시,방문요양,돌봄연구소 당진 재가복지센터,"충청남도 당진시 수청2로  77 상가1동113호 (수청동, 지엔하임)",041-355-9925
당진시,방문목욕,정나눔방문요양센터,충청남도 당진시 송악읍 광명길  17 (송악읍),041-357-9191
당진시,방문요양,정나눔방문요양센터,충청남도 당진시 송악읍 광명길  17 (송악읍),041-357-9191
당진시,방문요양,석문방문요양센터,충청남도 당진시 석문면 해명4로3길  2 (석문면),041-358-1259
당진시,방문요양,사회복지법인 참사랑재가복지센터,충청남도 당진시 면천면 엄치길  38-112 (면천면),041-356-0518
당진시,복지용구,"당진의료기,복지용구센터",충청남도 당진시 수청로  280 (시곡동),041-357-8522
당진시,방문목욕,소망재가복지센터,충청남도 당진시 송악읍 송악로  1023 (송악읍),
당진시,방문요양,소망재가복지센터,충청남도 당진시 송악읍 송악로  1023 (송악읍),
당진시,방문요양,예찬데이케어센터,충청남도 당진시 송산면 유곡2길  9 3층 (송산면),041-355-6005
당진시,방문목욕,정성방문요양센터,충청남도 당진시 신평면 세정길  5-6 302호 (신평면),041-362-1007
당진시,방문요양,정성방문요양센터,충청남도 당진시 신평면 세정길  5-6 302호 (신평면),041-362-1007
당진시,방문요양,육성노인주간보호센터,충청남도 당진시 당진중앙2로  226-35 (읍내동),041-352-1522
당진시,방문목욕,라온재가노인복지센터,충청남도 당진시 송산면 서정11길  5-5 101호 (송산면),041-355-2420
당진시,방문요양,라온재가노인복지센터,충청남도 당진시 송산면 서정11길  5-5 101호 (송산면),041-355-2420
당진시,방문목욕,버그네 채움 재가요양센터,충청남도 당진시 합덕읍 굴미2길  43 (합덕읍),041-362-0101
당진시,방문요양,버그네 채움 재가요양센터,충청남도 당진시 합덕읍 굴미2길  43 (합덕읍),041-362-0101
당진시,주야간보호,마실노인복지센터,충청남도 당진시 송산면 장갈길  25 (송산면),041-358-7770
당진시,주야간보호,온누리주야간보호센터,충청남도 당진시 송산면 송산로  235 (송산면),041-355-1532
당진시,주야간보호,효드림노인복지센터,충청남도 당진시 수청로  280-1 (시곡동),041-355-9010
당진시,주야간보호,(사회복지법인당진)당진시니어재가센터,충청남도 당진시 순성면 버들길  55-7 (순성면),041-352-3440
당진시,주야간보호,로뎀노인복지센터,"충청남도 당진시 신평면 솔안말길  21 103동102호 (신평면, 당진 신평 풍림아이원)",041-363-7407
당진시,주야간보호,다솜요양센터,충청남도 당진시 순성면 순성로  452-78 (순성면),041-353-3210
당진시,주야간보호,늘봄요양센터,충청남도 당진시 순성면 남부로  938 (순성면),041-353-8188
당진시,주야간보호,뉴보필노인복지센터,충청남도 당진시 서부로  61-3 (채운동),041-356-0025
당진시,주야간보호,사회복지법인 참사랑재가복지센터,충청남도 당진시 면천면 엄치길  38-112 (면천면),041-356-0518
당진시,주야간보호,예찬데이케어센터,충청남도 당진시 송산면 유곡2길  9 3층 (송산면),041-355-6005
당진시,주야간보호,주는사랑주간보호센터,충청남도 당진시 석문면 다리들길  33 (석문면),041-353-1925
당진시,주야간보호,육성노인주간보호센터,충청남도 당진시 당진중앙2로  226-35 (읍내동),041-352-1522
당진시,주야간보호,당진 고운정주간보호센터,충청남도 당진시 송산면 당산2로  33 (송산면),041-358-5501
금산군,방문요양,봄날재가노인센터,충청남도 금산군 금산읍 비범로  68 (금산읍),041-752-8887
금산군,방문목욕,100세 건강 노인 재가복지센터,충청남도 금산군 추부면 미삭길  90 (추부면),041-752-5259
금산군,방문요양,100세 건강 노인 재가복지센터,충청남도 금산군 추부면 미삭길  90 (추부면),041-752-5259
금산군,방문요양,한울주야간보호센터,충청남도 금산군 남이면 성산길  1 (남이면),041-754-9600
금산군,방문목욕,함께하는재가복지센터,충청남도 금산군 금산읍 비단로  44 (금산읍),041-754-0151
금산군,방문요양,함께하는재가복지센터,충청남도 금산군 금산읍 비단로  44 (금산읍),041-754-0151
금산군,방문목욕,새금산데이케어,"충청남도 금산군 금산읍 인삼로  65 (금산읍, 503호 ,603호)",041-751-1000
금산군,방문요양,새금산데이케어,"충청남도 금산군 금산읍 인삼로  65 (금산읍, 503호 ,603호)",041-751-1000
금산군,방문요양,희망재가복지센터,충청남도 금산군 금산읍 비단로  174 (금산읍),041-751-8100
금산군,방문요양,동행랜드 그린동,충청남도 금산군 군북면 황새목길  22-21 (군북면),041-752-6090
금산군,방문목욕,금산돌봄센터,충청남도 금산군 금산읍 인삼로  51 (금산읍),041-751-5848
금산군,방문요양,금산돌봄센터,충청남도 금산군 금산읍 인삼로  51 (금산읍),041-751-5848
금산군,방문목욕,예은노인복지센터,충청남도 금산군 금산읍 비단로  380-1 2층 (금산읍),041-751-7554
금산군,방문요양,예은노인복지센터,충청남도 금산군 금산읍 비단로  380-1 2층 (금산읍),041-751-7554
금산군,방문목욕,추부노인복지센터,충청남도 금산군 복수면 다복동길  36-33 (복수면),041-754-6474
금산군,방문요양,추부노인복지센터,충청남도 금산군 복수면 다복동길  36-33 (복수면),041-754-6474
금산군,방문목욕,기쁨제2주간보호센터,충청남도 금산군 금산읍 북사직5길  33 (금산읍),041-751-4450
금산군,방문요양,기쁨제2주간보호센터,충청남도 금산군 금산읍 북사직5길  33 (금산읍),041-751-4450
금산군,방문요양,탄탄복지센터,충청남도 금산군 군북면 산꽃로  905 (군북면),041-751-9720
금산군,방문목욕,황금재가복지센터,충청남도 금산군 금산읍 오리정로  3 (금산읍),041-751-8870
금산군,방문요양,황금재가복지센터,충청남도 금산군 금산읍 오리정로  3 (금산읍),041-751-8870
금산군,방문요양,대둔산재가복지센터,충청남도 금산군 진산면 숲정이1길  11 (진산면),041-751-7436
금산군,단기보호,동행랜드 핑크동,충청남도 금산군 군북면 황새목길  22-22 (군북면),041-752-6090
금산군,방문요양,동행랜드 핑크동,충청남도 금산군 군북면 황새목길  22-22 (군북면),041-752-6090
금산군,방문목욕,어울림노인재가센터,충청남도 금산군 금산읍 후곤천길  82 2층 (금산읍),041-752-1577
금산군,방문요양,어울림노인재가센터,충청남도 금산군 금산읍 후곤천길  82 2층 (금산읍),041-752-1577
금산군,방문목욕,금산방문요양센터,충청남도 금산군 군북면 새말길  10-10 (군북면),041-753-9065
금산군,방문요양,금산방문요양센터,충청남도 금산군 군북면 새말길  10-10 (군북면),041-753-9065
금산군,방문목욕,시니어재가복지센터,충청남도 금산군 금산읍 건삼전길  29 1층 (금산읍),041-751-6424
금산군,방문요양,시니어재가복지센터,충청남도 금산군 금산읍 건삼전길  29 1층 (금산읍),041-751-6424
금산군,복지용구,드림복지용구,충청남도 금산군 금산읍 뒷담말2길  7 2층 (금산읍),041-752-1994
금산군,주야간보호,새금산주간보호센터,충청남도 금산군 금산읍 비호로  80 (금산읍),041-753-8700
금산군,주야간보호,새금산실버케어,충청남도 금산군 금산읍 비단로  380 (금산읍),041-753-9900
금산군,주야간보호,신나는주간보호센터,충청남도 금산군 금산읍 남사직2길  44 3층 (금산읍),041-752-3030
금산군,주야간보호,온누리주간보호센터,충청남도 금산군 금산읍 남사직2길  44 2층 (금산읍),041-751-7967
금산군,주야간보호,봄날재가노인센터,충청남도 금산군 금산읍 비범로  68 (금산읍),041-752-8887
금산군,주야간보호,한울주야간보호센터,충청남도 금산군 남이면 성산길  1 (남이면),041-754-9600
금산군,주야간보호,새금산데이케어,"충청남도 금산군 금산읍 인삼로  65 (금산읍, 503호 ,603호)",041-751-1000
금산군,주야간보호,동행랜드 그린동,충청남도 금산군 군북면 황새목길  22-21 (군북면),041-752-6090
금산군,주야간보호,추부노인복지센터,충청남도 금산군 복수면 다복동길  36-33 (복수면),041-754-6474
금산군,주야간보호,기쁨제2주간보호센터,충청남도 금산군 금산읍 북사직5길  33 (금산읍),041-751-4450
금산군,주야간보호,미소주간보호센터,충청남도 금산군 금산읍 계진길  97 (금산읍),041-753-3388
금산군,주야간보호,금산주간보호센터,"충청남도 금산군 금산읍 인삼로  65 (금산읍, 701호 엔이시티)",041-753-0044
금산군,주야간보호,금산무지개주간보호센터,충청남도 금산군 금산읍 오리정1길 52 1층,041-753-9595
금산군,주야간보호,동행랜드 핑크동,충청남도 금산군 군북면 황새목길  22-22 (군북면),041-752-6090
금산군,재가노인지원서비스,심광노인복지센터,충청남도 금산군 금산읍 뒷담말22길 2층 (금산읍),041-753-5591
부여군,방문목욕,부여노인복지센터,충청남도 부여군 부여읍 청마로  93 (부여읍),041-836-3606
부여군,방문요양,부여노인복지센터,충청남도 부여군 부여읍 청마로  93 (부여읍),041-836-3606
부여군,방문목욕,동산노인복지센터,충청남도 부여군 규암면 흥수로811번길  22 (규암면),041-836-0346
부여군,방문요양,동산노인복지센터,충청남도 부여군 규암면 흥수로811번길  22 (규암면),041-836-0346
부여군,방문요양,양지노인복지센터,충청남도 부여군 양화면 양화북로72번길  17 (양화면),041-833-3523
부여군,방문목욕,가림노인주간보호센터,충청남도 부여군 임천면 충절로  698 (임천면),041-837-7578
부여군,방문요양,가림노인주간보호센터,충청남도 부여군 임천면 충절로  698 (임천면),041-837-7578
부여군,방문요양,가나재가노인복지센터,충청남도 부여군 초촌면 초촌로  35 (초촌면),041-837-1007
부여군,방문목욕,가인나눔노인복지센터,충청남도 부여군 홍산면 홍산시장로  50-1 (홍산면),041-836-5656
부여군,방문요양,가인나눔노인복지센터,충청남도 부여군 홍산면 홍산시장로  50-1 (홍산면),041-836-5656
부여군,방문요양,기쁨주는노인복지센터,충청남도 부여군 옥산면 대백제로  346 2층 (옥산면),041-837-1123
부여군,방문요양,부여자온재가노인복지센터,충청남도 부여군 규암면 수북로  48-1 (규암면),041-833-7178
부여군,방문목욕,임천노인복지센터,충청남도 부여군 임천면 만가로  96-1 (임천면),041-833-0297
부여군,방문요양,임천노인복지센터,충청남도 부여군 임천면 만가로  96-1 (임천면),041-833-0297
부여군,방문요양,가온노인복지센터,충청남도 부여군 은산면 충절로  2798 (은산면),041-832-6549
부여군,방문목욕,우리동네재가복지센터,충청남도 부여군 부여읍 석탑로  60 2층 (부여읍),041-836-1223
부여군,방문요양,우리동네재가복지센터,충청남도 부여군 부여읍 석탑로  60 2층 (부여읍),041-836-1223
부여군,방문요양,드림재가복지센터,충청남도 부여군 외산면 만수로  133 (외산면),041-832-4082
부여군,주야간보호,동산노인복지센터,충청남도 부여군 규암면 흥수로811번길  22 (규암면),041-836-0346
부여군,주야간보호,우리부모님 재가복지센터,충청남도 부여군 홍산면 남촌로  32-11 (홍산면),041-836-1440
부여군,주야간보호,양지노인복지센터,충청남도 부여군 양화면 양화북로72번길  17 (양화면),041-833-3523
부여군,주야간보호,효원노인복지센터,충청남도 부여군 부여읍 성왕로  417 (부여읍),041-833-5005
부여군,주야간보호,가림노인주간보호센터,충청남도 부여군 임천면 충절로  698 (임천면),041-837-7578
부여군,주야간보호,한빛효주간보호센터,충청남도 부여군 부여읍 성왕로  199 (부여읍),041-833-9300
부여군,주야간보호,하은주간보호센터,충청남도 부여군 옥산면 팔충로  218 (옥산면),041-408-7771
부여군,주야간보호,베이직주간보호센터,충청남도 부여군 외산면 만수로신근북길  64 (외산면),041-834-4119
부여군,재가노인지원서비스,동산노인복지센터,충청남도 부여군 규암면 흥수로811번길  22 (규암면),041-836-0346
부여군,재가노인지원서비스,부여노인복지센터,충청남도 부여군 부여읍 청마로  93 (부여읍),041-836-3606
서천군,재가노인지원서비스,서천노인복지센터,충청남도 서천군 서천읍 구암신송로  138-16 (서천읍),041-952-3500
서천군,방문요양,서천노인복지센터,충청남도 서천군 서천읍 구암신송로  138-16 (서천읍),041-952-3500
서천군,방문목욕,행복나눔노인복지센터,충청남도 서천군 한산면 충절로1148번길  16 (한산면),041-953-9230
서천군,방문요양,행복나눔노인복지센터,충청남도 서천군 한산면 충절로1148번길  16 (한산면),041-953-9230
서천군,방문목욕,살림노인복지센터,충청남도 서천군 서천읍 충절로41번길  23-7 (서천읍),041-956-1253
서천군,방문요양,살림노인복지센터,충청남도 서천군 서천읍 충절로41번길  23-7 (서천읍),041-956-1253
서천군,방문요양,서천사랑노인복지센터,충청남도 서천군 서천읍 대백제로  1042-1 (서천읍),041-951-8058
서천군,방문목욕,현대재가복지센터,충청남도 서천군 장항읍 장항로  230 (장항읍),041-956-0016
서천군,방문요양,현대재가복지센터,충청남도 서천군 장항읍 장항로  230 (장항읍),041-956-0016
서천군,방문요양,서면방문요양센터,충청남도 서천군 서천읍 충절로121번길  8 (서천읍),041-952-2183
서천군,방문목욕,우정장기요양센터,충청남도 서천군 장항읍 장항로  223 (장항읍),041-956-8114
서천군,방문요양,우정장기요양센터,충청남도 서천군 장항읍 장항로  223 (장항읍),041-956-8114
서천군,방문목욕,안심 재가노인복지센터,충청남도 서천군 화양면 화한로324번길  21 (화양면),041-951-3838
서천군,방문요양,안심 재가노인복지센터,충청남도 서천군 화양면 화한로324번길  21 (화양면),041-951-3838
서천군,방문요양,서천사랑통합케어센터,충청남도 서천군 서천읍 대백제로  1042-7 (서천읍),041-951-8058
서천군,방문요양,마임방문요양센터,충청남도 서천군 서천읍 충절로49번길  2 3층 (서천읍),041-952-8773
서천군,방문목욕,화양방문요양센터,충청남도 서천군 서천읍 서천로  1 (서천읍),041-952-8232
서천군,방문요양,화양방문요양센터,충청남도 서천군 서천읍 서천로  1 (서천읍),041-952-8232
서천군,방문목욕,가온노인복지센터,충청남도 서천군 종천면 충서로263번길  16 2층 (종천면),041-953-3636
서천군,방문요양,가온노인복지센터,충청남도 서천군 종천면 충서로263번길  16 2층 (종천면),041-953-3636
서천군,방문목욕,데이지 가정방문 요양센터,충청남도 서천군 장항읍 장산로425번길  2 1층 (장항읍),041-956-8405
서천군,방문요양,데이지 가정방문 요양센터,충청남도 서천군 장항읍 장산로425번길  2 1층 (장항읍),041-956-8405
서천군,단기보호,섬김시니어홈,충청남도 서천군 비인면 비인로135번길  1-26 (비인면),041-952-8483
서천군,방문목욕,섬김시니어홈,충청남도 서천군 비인면 비인로135번길  1-26 (비인면),041-952-8483
서천군,방문요양,섬김시니어홈,충청남도 서천군 비인면 비인로135번길  1-26 (비인면),041-952-8483
서천군,방문요양,늘사랑 돌봄 방문요양 복지센타,충청남도 서천군 한산면 한마로  75-5 (한산면),041-951-1978
서천군,방문요양,동백 방문요양,충청남도 서천군 서천읍 서문로5번길  3-8 (서천읍),041-953-7903
서천군,방문요양,허베이종합복지센터,충청남도 서천군 서천읍 오태길  88 (서천읍),041-952-2211
서천군,방문요양,서천 재가복지센터,충청남도 서천군 비인면 갯벌체험로  768-5 (비인면),041-952-5244
서천군,방문목욕,더사랑노인복지센터,충청남도 서천군 서천읍 서천로  82-1 (서천읍),041-953-3363
서천군,방문요양,더사랑노인복지센터,충청남도 서천군 서천읍 서천로  82-1 (서천읍),041-953-3363
서천군,방문요양,부모님방문요양센터,충청남도 서천군 서천읍 서천로  107 (서천읍),041-952-5869
서천군,방문목욕,맘 재가방문요양센터,충청남도 서천군 서천읍 군청로  32 (서천읍),041-952-4146
서천군,방문요양,맘 재가방문요양센터,충청남도 서천군 서천읍 군청로  32 (서천읍),041-952-4146
서천군,주야간보호,서천노인복지센터,충청남도 서천군 서천읍 구암신송로  138-16 (서천읍),041-952-3500
서천군,주야간보호,행복나눔노인복지센터,충청남도 서천군 한산면 충절로1148번길  16 (한산면),041-953-9230
서천군,주야간보호,살림노인복지센터,충청남도 서천군 서천읍 충절로41번길  23-7 (서천읍),041-956-1253
서천군,주야간보호,금매복지원 부설 치매 노인 주야간 보호센터,충청남도 서천군 마서면 구절길7번길  65 (마서면),041-956-0893
서천군,주야간보호,늘봄재가노인복지센타,충청남도 서천군 장항읍 성주새길  92 (장항읍),041-956-1595
서천군,주야간보호,장항효사랑주야간보호센터,충청남도 서천군 장항읍 장서로  12 1층 (장항읍),041-957-9200
서천군,주야간보호,서천사랑통합케어센터,충청남도 서천군 서천읍 대백제로  1042-7 (서천읍),041-951-8058
서천군,주야간보호,섬김시니어홈,충청남도 서천군 비인면 비인로135번길  1-26 (비인면),041-952-8483
서천군,주야간보호,허베이종합복지센터,충청남도 서천군 서천읍 오태길  88 (서천읍),041-952-2211
청양군,재가노인지원서비스,청양군재가노인지원센터,청양군 정산면 천장호길 69,041-942-0777
청양군,방문목욕,정산종합재가센터,충청남도 청양군 정산면 천장호길  69 (정산면),041-942-3355
청양군,단기보호,정산종합재가센터,충청남도 청양군 정산면 천장호길  69 (정산면),041-942-3355
청양군,방문요양,라파재활주간보호센터,충청남도 청양군 청양읍 충절로  1111 (청양읍),041-942-2525
청양군,방문요양,소망의집 병설 방문요양센터,충청남도 청양군 남양면 나래미길  64-4 (남양면),041-944-0691
청양군,방문요양,큰나래주간보호센터,충청남도 청양군 청양읍 약수터길  8-7 (청양읍),041-942-3680
청양군,방문요양,화성병설방문요양복지센터,충청남도 청양군 화성면 선바위길  67 (화성면),041-943-3356
청양군,방문요양,정산장수방문요양센터,충청남도 청양군 정산면 정현길  49 2층 (정산면),041-943-5449
청양군,방문간호,가정 방문간호,"충청남도 청양군 청양읍 칠갑산로 148, 202호",041-943-3356
청양군,방문요양,참사랑방문요양센터,충청남도 청양군 정산면 효자길  33 2층 (정산면),041-944-0818
청양군,방문요양,청양장평 방문재가요양센터,충청남도 청양군 장평면 장구먹길  43-22 (장평면),041-942-7396
청양군,주야간보호,정산종합재가센터,충청남도 청양군 정산면 천장호길  69 (정산면),041-942-3355
청양군,주야간보호,라파재활주간보호센터,충청남도 청양군 청양읍 충절로  1111 (청양읍),041-942-2525
청양군,주야간보호,소망의집 병설 주간보호센터,충청남도 청양군 남양면 나래미길  64-3 (남양면),041-944-0691
청양군,주야간보호,큰나래주간보호센터,충청남도 청양군 청양읍 약수터길  8-7 (청양읍),041-942-3680
청양군,주야간보호,화성병설주야간복지센터,충청남도 청양군 화성면 선바위길  67 (화성면),041-943-3356
홍성군,재가노인지원서비스,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길  337 (홍성읍),041-631-3959
홍성군,재가노인지원서비스,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로75번길 17,041-632-0904
홍성군,방문목욕,청로노인종합복지센터,,
홍성군,방문요양,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길  337 (홍성읍),041-631-3959
홍성군,방문목욕,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로75번길  17 (홍성읍),041-632-0904
홍성군,복지용구,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로75번길  17 (홍성읍),041-632-0904
홍성군,방문요양,사랑재가복지센터,충청남도 홍성군 홍성읍 문화로33번길  26-12 (홍성읍),041-633-0634
홍성군,방문요양,소망재가노인복지센터,충청남도 홍성군 홍성읍 남장중로  63-17 (홍성읍),041-632-0803
홍성군,방문요양,실로암재가노인복지센터,충청남도 홍성군 홍성읍 아문길  60 (홍성읍),041-632-8809
홍성군,방문요양,광천다온재가복지센터,충청남도 홍성군 광천읍 홍남로  676 2층나호 (광천읍),041-641-0730
홍성군,방문목욕,(주)홍성돌봄요양센터,충청남도 홍성군 홍성읍 의사로36번길  32 2층 (홍성읍),041-632-5586
홍성군,방문요양,(주)홍성돌봄요양센터,충청남도 홍성군 홍성읍 의사로36번길  32 2층 (홍성읍),041-632-5586
홍성군,방문요양,효성방문요양센터,충청남도 홍성군 홍성읍 조양로75번길  64 1호 (홍성읍),041-634-5241
홍성군,방문목욕,정성재가요양센터,충청남도 홍성군 홍성읍 도청대로93번길  13-14 (홍성읍),041-634-0020
홍성군,방문요양,정성재가요양센터,충청남도 홍성군 홍성읍 도청대로93번길  13-14 (홍성읍),041-634-0020
홍성군,방문요양,가족행복재가노인복지센터,충청남도 홍성군 홍성읍 의사로36번길  47 2층3호 (홍성읍),041-635-0088
홍성군,방문목욕,한솔재가노인복지센터,충청남도 홍성군 홍북읍 도청대로  208 (홍북읍),041-631-3693
홍성군,방문요양,한솔재가노인복지센터,충청남도 홍성군 홍북읍 도청대로  208 (홍북읍),041-631-3693
홍성군,방문요양,양지재활주간보호센터,충청남도 홍성군 홍북읍 홍북로  510 (홍북읍),041-634-7177
홍성군,방문요양,해피재가노인복지센터,충청남도 홍성군 홍성읍 내포로146번길  18-21 (홍성읍),041-635-1259
홍성군,방문간호,힐링재가센터,충청남도 홍성군 광천읍 홍남로  650-1 (광천읍),041-641-6465
홍성군,방문요양,힐링재가센터,충청남도 홍성군 광천읍 홍남로  650-1 (광천읍),041-641-6465
홍성군,방문목욕,에덴광천주간보호센터,충청남도 홍성군 광천읍 홍남동로64번길  176-50 (광천읍),041-641-7772
홍성군,복지용구,행복의료기 복지용구,충청남도 홍성군 홍성읍 의사로49번길  58 (홍성읍),041-633-0883
홍성군,방문목욕,해인노인복지센터,충청남도 홍성군 홍성읍 도청대로  155-26 101호 (홍성읍),041-634-1001
홍성군,방문요양,해인노인복지센터,충청남도 홍성군 홍성읍 도청대로  155-26 101호 (홍성읍),041-634-1001
홍성군,주야간보호,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길  337 (홍성읍),041-631-3959
홍성군,주야간보호,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로75번길  17 (홍성읍),041-632-0904
홍성군,주야간보호,샬롬어메니티재가노인복지센터,충청남도 홍성군 갈산면 내포로  1718-36 (갈산면),041-631-9631
홍성군,주야간보호,은빛주간보호센터,충청남도 홍성군 구항면 구항서길  227-1 (구항면),041-632-7763
홍성군,주야간보호,가나안주간보호센터,충청남도 홍성군 금마면 금북로165번길  28-10 (금마면),041-631-1806
홍성군,주야간보호,사랑재가복지센터,충청남도 홍성군 홍성읍 문화로33번길  26-12 (홍성읍),041-633-0634
홍성군,주야간보호,소망재가노인복지센터,충청남도 홍성군 홍성읍 남장중로  63-17 (홍성읍),041-632-0803
홍성군,주야간보호,섬김재가복지센터,충청남도 홍성군 구항면 충서로999번길  101-65 (구항면),041-632-3161
홍성군,주야간보호,양지재활주간보호센터,충청남도 홍성군 홍북읍 홍북로  510 (홍북읍),041-634-7177
홍성군,주야간보호,광천주간보호센터,충청남도 홍성군 광천읍 홍남로620번길  24 (광천읍),041-642-0642
홍성군,주야간보호,에덴광천주간보호센터,충청남도 홍성군 광천읍 홍남동로64번길  176-50 (광천읍),041-641-7772
홍성군,주야간보호,브라보광천주간보호센터,충청남도 홍성군 광천읍 광천로  320 3층 (광천읍),041-641-0337
홍성군,주야간보호,해인노인복지센터,충청남도 홍성군 홍성읍 도청대로  155-26 101호 (홍성읍),041-634-1001
예산군,재가노인지원서비스,예산군재가노인지원서비스센터,예산읍 벚꽃로 214-11,041-334-2901
예산군,방문목욕,삽교주간보호센터, 삽교읍 삽교로  206-22 (삽교읍),041-338-6003
예산군,방문요양,삽교주간보호센터, 삽교읍 삽교로  206-22 (삽교읍),041-338-6003
예산군,방문요양,좋은  재가노인복지센터, 예산읍 아리랑로  17 2층 (예산읍),041-333-6080
예산군,방문요양,예산군 노인종합복지관 연화주간보호센터, 예산읍 벚꽃로  214-11 (예산읍),041-330-2901
예산군,방문요양,냉이꽃방문요양센터," 예산읍 예산로  59 2층 (예산읍, 구억말빌딩)",041-333-2343
예산군,방문요양,의좋은형제재가복지센터, 대흥면 의좋은형제길  51 (대흥면),041-333-3999
예산군,방문목욕,충남서부돌봄센터, 삽교읍 예학로  10-22 1층103호 (삽교읍),041-337-3371
예산군,방문요양,충남서부돌봄센터, 삽교읍 예학로  10-22 1층103호 (삽교읍),041-337-3371
예산군,방문간호,새 효자손복지센터, 삽교읍 예학로  81 403호 (삽교읍),041-332-4493
예산군,방문목욕,새 효자손복지센터, 삽교읍 예학로  81 403호 (삽교읍),041-332-4493
예산군,방문요양,새 효자손복지센터, 삽교읍 예학로  81 403호 (삽교읍),041-332-4493
예산군,방문목욕,예산사랑재가복지센터, 예산읍 역전로  122 202호 (예산읍),041-332-3612
예산군,방문요양,예산사랑재가복지센터, 예산읍 역전로  122 202호 (예산읍),041-332-3612
예산군,방문간호,미건방문간호센터, 예산읍 주교로  8 (예산읍),041-333-0882
예산군,방문목욕,미건방문간호센터, 예산읍 주교로  8 (예산읍),041-333-0882
예산군,방문요양,미건방문간호센터, 예산읍 주교로  8 (예산읍),041-333-0882
예산군,복지용구,예산의료기복지용구, 예산읍 임성로  40 (예산읍),041-331-5979
예산군,방문목욕,예산돌봄사회서비스센터, 예산읍 벚꽃로155번길  10 (예산읍),041-331-5402
예산군,방문요양,예산돌봄사회서비스센터, 예산읍 벚꽃로155번길  10 (예산읍),041-331-5402
예산군,방문목욕,365홈케어(다행복한협동조합), 응봉면 응봉로  157 (응봉면),
예산군,방문요양,365홈케어(다행복한협동조합), 응봉면 응봉로  157 (응봉면),
예산군,방문목욕,섬김방문요양복지센터, 예산읍 예산로  108 2층 (예산읍),041-331-8300
